ENC_COUNTY,ENC_STATE,STATE_ABRV,NUM_ENC,NUM_EST,,
Bennington,Vermont ,VT,1,1,,
Chittenden,Vermont ,VT,1,1,,
Lamoille,Vermont ,VT,3,3,,
Rutland,Vermont ,VT,1,1,,
Washington,Vermont ,VT,54,54,,
Windham,Vermont ,VT,2,2,,
Windsor,Vermont ,VT,2,2,,
Addison,Vermont ,VT,0,0.01,,
Caledonia,Vermont ,VT,0,0.01,,
Essex,Vermont ,VT,0,0.01,,
Franklin,Vermont ,VT,0,0.01,,
Grand Isle,Vermont ,VT,0,0.01,,
Orange,Vermont ,VT,0,0.01,,
Orleans,Vermont ,VT,0,0.01,,
